"X18S_BL040126_022." "X18S_BL040223_022." "X18S_BL040322_022." "X18S_BL040419_022." "X18S_BL040525_022." "X18S_BL040628_022." "X18S_BL040719_022." "X18S_BL040831_022." "X18S_BL040929_022." "X18S_BL041019_022." "X18S_BL041116_022." "X18S_BL041214_022." "X18S_BL050120_022." "X18S_BL050215_022." "X18S_BL050309_022." "X18S_BL050413_022." "X18S_BL050510_022." "X18S_BL050607_022." "X18S_BL050705_022." "X18S_BL050803_022." "X18S_BL050913_022." "X18S_BL051004_022." "X18S_BL051108_022." "X18S_BL051213_022."
"OTU_7252" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0
"OTU_7253" 0 0 4 24 135 0 0 0 66 0 36 0 15 0 0 0 4 43 0 135 0 37 64 15
"OTU_7254" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"OTU_7255" 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7256" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7257" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0
"OTU_7258" 2 0 0 0 0 0 0 2 1 0 4 0 0 1 0 0 1 1 0 0 0 0 0 6
"OTU_7259" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_726" 28 0 0 5 0 0 0 0 0 0 30 45 43 0 0 0 0 0 0 0 0 0 0 157
"OTU_7260" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7261" 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 4
"OTU_7262" 174 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0
"OTU_7263" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7264" 0 0 0 0 0 0 0 0 0 4 5 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_7265" 0 1 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 5 0 1 1
"OTU_7266" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
"OTU_7267" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7268" 0 0 0 0 0 0 0 0 7 0 0 0 2 0 0 0 0 0 0 0 0 0 4 8
"OTU_7269" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_727" 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 52 0 0 0 0 0 235
"OTU_7270" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_7271" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0
"OTU_7272" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7273" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7274" 0 0 0 0 0 0 0 1 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0
"OTU_7275" 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
"OTU_7276" 0 0 0 1 0 0 0 3 10 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
"OTU_7277" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_7278" 1 0 0 0 0 0 0 0 0 5 0 0 13 0 0 0 0 0 0 996 0 0 8 0
"OTU_7279" 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_728" 0 1 0 0 0 0 75 108 216 0 49 0 0 0 0 0 0 2 0 0 0 0 5 60
"OTU_7280" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7281" 2 1 5 0 0 0 0 0 1 0 4 0 5 0 0 0 0 1 3 1 1 0 0 30
"OTU_7282" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7283" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"OTU_7284" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_7285" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7286" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7287" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7288" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7289" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_729" 0 0 0 0 0 0 0 241 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7290" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_7291" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 8
"OTU_7292" 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7293" 0 0 0 0 0 0 0 40 155 35 8 0 1 0 0 0 0 58 0 1 0 0 0 0
"OTU_7294" 0 0 0 0 0 0 0 5 0 0 0 0 4 0 0 0 0 0 0 0 1 0 0 0
"OTU_7295" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7296" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7297" 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7298" 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_7299" 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_73" 277 1 216 26 0 434 262 102 814 376 382 24 476 32 567 541 631 297 58 0 212 343 214 870
"OTU_730" 2 0 0 7 0 0 0 0 0 0 185 57 0 0 0 0 0 0 0 0 0 0 87 2
"OTU_7300" 0 0 0 0 0 0 0 82 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 2
"OTU_7301" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7302" 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7303" 0 0 0 0 0 0 0 1 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 4
"OTU_7304" 0 0 0 0 0 0 13 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7305" 1 0 0 0 0 0 0 0 0 0 1 0 7 1 0 0 0 0 0 0 0 0 0 3
"OTU_7306" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7307" 0 0 1 0 0 0 0 0 0 0 0 0 50 0 1 0 0 0 0 522 1 36 0 6
"OTU_7308" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"OTU_7309" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_731" 0 0 0 0 0 0 0 19 89 37 53 4 6 0 0 0 1 15 0 0 1 0 0 78
"OTU_7310" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7311" 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU_7312" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"OTU_7313" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 6
"OTU_7314" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"OTU_7315" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7316" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 1
"OTU_7317" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7318" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7319" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0
"OTU_732" 0 0 0 0 0 0 0 0 0 0 5 9 1 0 0 0 0 0 0 0 0 0 0 352
"OTU_7320" 0 0 0 0 0 0 0 19 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0
"OTU_7321" 2 0 0 2 0 0 0 0 2 1 1 4 2 1 0 0 0 0 0 0 0 0 0 12
"OTU_7322" 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"OTU_7323" 0 0 0 0 0 49 53 0 15 4 37 0 0 0 0 0 0 0 28 2 0 0 0 0
"OTU_7324" 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7325" 9 1 2 0 0 0 0 0 2 1 1 6 9 0 0 0 0 0 0 0 1 0 0 26
"OTU_7326" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7327" 5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"OTU_7328" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"OTU_7329" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_733" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 260 0 0 0 0 0 0 32
"OTU_7330" 4 0 6 1 0 0 3 4 10 1 5 0 12 0 0 0 0 0 0 0 4 1 2 14
"OTU_7331" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 22 0 0 1 0
"OTU_7332" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7333" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_7334" 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2
"OTU_7335" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7336" 0 0 0 0 0 0 0 0 0 0 1 25 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_7337" 1 0 0 0 0 1 0 0 6 0 11 0 0 0 23 0 0 4 0 0 2 0 2 27
"OTU_7338" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7339" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_734" 247 0 7 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 7 0 0 0
"OTU_7340" 0 0 0 0 5 0 0 0 13 1 0 4 0 0 0 0 0 3 0 0 0 0 7 1
"OTU_7341" 1 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_7342" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7343" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 15 0 0 1 0
"OTU_7344" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_7345" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7346" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7347" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7348" 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
"OTU_7349" 0 5 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 24
"OTU_735" 0 0 0 0 0 0 0 35 24 44 2 1 0 0 0 0 0 0 0 0 0 0 179 6
"OTU_7350" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7351" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7352" 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_7353" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7354" 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7355" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7356" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7357" 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 3 0 0 0 0 0 0
"OTU_7358" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7359" 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_736" 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 191 16 0 0 0 0 0 0
"OTU_7360" 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7361" 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7362" 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7363" 10 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7364" 0 0 0 2 0 0 0 0 1 0 6 0 1 0 0 0 0 0 0 0 0 0 0 1
"OTU_7365" 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7366" 3 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 1 4
"OTU_7367" 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7368" 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7369" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"OTU_737" 0 0 0 0 0 0 0 278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7370" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 1 2
"OTU_7371" 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0
"OTU_7372" 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 45
"OTU_7373" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7374" 2 2 0 0 0 0 1 3 7 1 5 3 1 3 0 0 1 3 0 0 1 0 0 8
"OTU_7375" 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7376" 1 0 0 0 0 0 0 36 4 0 14 0 1 0 0 0 0 0 0 0 0 0 0 129
"OTU_7377" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 7 0 0 0 0
"OTU_7378" 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 0 23 0 0 0 0
"OTU_7379" 0 0 1 0 1 0 0 0 7 0 0 1 0 0 0 0 0 0 0 6 0 0 0 3
"OTU_738" 55 0 0 0 0 0 0 0 0 9 0 0 229 0 0 0 0 0 0 0 28 0 0 4
"OTU_7380" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"OTU_7381" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7382" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7383" 0 0 0 0 0 1 0 0 8 0 8 3 3 0 0 0 1 1 0 0 0 0 0 0
"OTU_7384" 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7385" 0 0 0 0 0 0 0 25 80 0 53 0 0 0 0 0 0 0 0 0 0 2 0 0
"OTU_7386" 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 30 0 0 0 0 0 0 0 0
"OTU_7387" 2 0 3 0 0 0 6 3 5 0 4 1 0 0 0 0 0 2 0 1 0 0 0 1
"OTU_7388" 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7389" 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0
"OTU_739" 172 0 41 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 27 0 0 2
"OTU_7390" 0 0 0 0 0 24 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1
"OTU_7391" 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7392" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25
"OTU_7393" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0
"OTU_7394" 9 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"OTU_7395" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7396" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7397" 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7398" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_7399" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_74" 206 64 1802 2731 0 1 34 3 141 755 83 0 56 0 0 0 1 0 0 0 126 337 47 172
"OTU_740" 23 0 0 3 0 0 0 47 41 10 75 6 6 4 0 0 0 0 0 0 52 0 0 109
"OTU_7400" 0 0 0 0 0 0 15 0 8 0 5 0 0 0 0 21 1 9 0 2 0 0 0 0
"OTU_7401" 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7402" 0 1 0 2 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 70 0 0 2 0
"OTU_7403" 0 0 0 0 0 1 0 0 0 110 63 28 0 1 0 0 0 1 0 0 0 0 0 0
"OTU_7404" 0 0 1 0 0 0 0 0 0 0 4 2 4 0 0 0 0 0 0 0 1 0 0 14
"OTU_7405" 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0 0 341
"OTU_7406" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7407" 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0
"OTU_7408" 1 0 0 0 0 0 0 0 0 0 1 0 10 2 0 0 0 0 0 0 0 0 0 0
"OTU_7409" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_741" 0 0 0 0 0 290 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7410" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7411" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3
"OTU_7412" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_7413" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7414" 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7415" 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7416" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7417" 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"OTU_7418" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7419" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"OTU_742" 311 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0
"OTU_7420" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"OTU_7421" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7422" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7423" 37 95 14 3 0 0 0 0 1 12 49 49 28 0 0 0 1 1 0 0 5 0 3 154
"OTU_7424" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 0
"OTU_7425" 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"OTU_7426" 0 0 103 0 0 0 0 0 0 0 6 0 2 0 0 0 0 0 0 0 9 0 0 7
"OTU_7427" 0 0 2 0 0 0 0 0 0 0 0 0 5 1 0 0 0 0 0 0 0 0 0 0
"OTU_7428" 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0
"OTU_7429" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_743" 0 0 0 0 0 0 0 0 0 0 0 0 27 146 0 0 0 0 0 0 0 137 0 0
"OTU_7430" 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7431" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_7432" 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7433" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7434" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_7435" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"OTU_7436" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_7437" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_7438" 9 0 0 10 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 26
"OTU_7439" 0 0 4 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"OTU_744" 144 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 127
"OTU_7440" 0 0 0 0 4 0 0 0 2 0 3 0 0 0 0 0 0 0 0 3 0 0 1 1
"OTU_7441" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
"OTU_7442" 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7443" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7444" 0 0 0 0 0 0 0 0 0 2 4 5 0 0 0 0 0 0 0 0 0 0 0 8
"OTU_7445" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"OTU_7446" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0
"OTU_7447" 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0
"OTU_7448" 10 0 0 0 0 0 0 0 0 0 1 0 37 0 0 0 0 0 0 0 1 0 0 21
"OTU_7449" 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_745" 145 131 0 0 0 0 0 0 0 0 0 0 65 0 0 0 0 0 0 0 1 0 0 0
"OTU_7450" 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_7451" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"OTU_7452" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7453" 0 0 0 0 0 0 1 1 2 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0
"OTU_7454" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7455" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7456" 0 0 0 0 0 0 0 0 0 0 10 0 278 0 0 0 0 0 0 0 0 0 0 246
"OTU_7457" 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 11
"OTU_7458" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7459" 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 4 0 0 0 0 0 0 0
"OTU_746" 0 0 0 0 0 0 0 461 0 0 0 0 0 0 0 0 0 94 0 0 0 0 0 0
"OTU_7460" 2 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0
"OTU_7461" 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_7462" 0 0 2 0 0 0 0 4 0 0 0 4 1 0 0 0 0 0 0 0 1 0 0 3
"OTU_7463" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_7464" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_7465" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1 0
"OTU_7466" 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"OTU_7467" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"OTU_7468" 0 0 0 0 0 0 0 0 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0
