"X18S_BL040126_022." "X18S_BL040223_022." "X18S_BL040322_022." "X18S_BL040419_022." "X18S_BL040525_022." "X18S_BL040628_022." "X18S_BL040719_022." "X18S_BL040831_022." "X18S_BL040929_022." "X18S_BL041019_022." "X18S_BL041116_022." "X18S_BL041214_022." "X18S_BL050120_022." "X18S_BL050215_022." "X18S_BL050309_022." "X18S_BL050413_022." "X18S_BL050510_022." "X18S_BL050607_022." "X18S_BL050705_022." "X18S_BL050803_022." "X18S_BL050913_022." "X18S_BL051004_022." "X18S_BL051108_022." "X18S_BL051213_022."
"OTU_1939" 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
"OTU_194" 0 0 0 0 0 0 397 0 100 6 14 0 0 0 1305 0 13 0 0 0 0 0 135 23
"OTU_1940" 1 0 0 0 0 0 0 0 0 0 7 0 35 0 0 0 0 0 0 0 0 0 0 0
"OTU_1941" 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 17
"OTU_1942" 469 325 163 36 0 0 0 0 71 2 74 12 79 126 0 0 0 0 0 0 29 0 0 333
"OTU_1943" 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0
"OTU_1944" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40
"OTU_1945" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 0
"OTU_1946" 0 0 0 0 0 0 0 0 0 0 10 0 18 0 0 0 0 0 0 0 0 0 0 26
"OTU_1947" 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 24 0 0 0 0 0 0
"OTU_1948" 0 14 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
"OTU_1949" 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 33
"OTU_195" 31 983 34 86 0 0 0 0 0 0 134 116 26 13 0 0 0 0 0 0 22 12 0 469
"OTU_1950" 0 0 0 0 0 0 0 0 0 0 17 0 23 0 0 0 0 0 0 0 0 0 0 0
"OTU_1951" 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1952" 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1953" 0 0 0 0 0 0 0 0 0 44 9 0 0 0 0 0 0 0 0 2 0 0 0 1
"OTU_1954" 0 0 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0
"OTU_1955" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0
"OTU_1956" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0
"OTU_1957" 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1958" 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1959" 0 0 0 0 0 0 0 0 0 0 0 30 6 0 0 0 0 0 0 0 0 0 0 19
"OTU_196" 0 0 157 0 0 0 0 0 211 287 0 0 0 50 0 0 0 0 0 0 0 1132 0 0
"OTU_1960" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0
"OTU_1961" 0 0 0 0 0 0 0 0 0 0 27 0 0 1 0 0 2 0 5 0 0 0 0 0
"OTU_1962" 0 0 0 0 0 0 0 0 0 0 9 20 0 0 0 0 0 0 0 0 0 0 0 6
"OTU_1963" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0
"OTU_1964" 5 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 31
"OTU_1965" 0 0 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1966" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29
"OTU_1967" 0 47 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1968" 25 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0
"OTU_1969" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0
"OTU_197" 0 0 0 0 0 1238 435 0 53 0 0 0 0 0 0 0 0 132 0 0 0 0 0 0
"OTU_1970" 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1971" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_1972" 0 19 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 16 0 0 0 0 12 10
"OTU_1973" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42
"OTU_1974" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 3
"OTU_1975" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_1976" 21 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"OTU_1977" 0 0 0 0 0 0 0 0 0 338 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1978" 0 0 0 0 0 0 0 0 0 0 1 0 40 0 0 0 0 0 0 0 0 0 0 0
"OTU_1979" 11 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_198" 485 0 92 91 0 0 0 0 0 62 11 69 377 129 0 0 0 0 0 0 225 1 31 424
"OTU_1980" 0 0 0 0 0 0 0 0 0 0 49 0 25 0 0 0 0 0 0 0 0 0 0 21
"OTU_1981" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0
"OTU_1982" 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1983" 0 0 4 1 0 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 8 0 0 26
"OTU_1984" 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1985" 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 8
"OTU_1986" 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1987" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_1988" 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25
"OTU_1989" 0 0 5 1 0 0 0 0 3 5 34 0 0 0 0 0 0 0 0 0 0 3 0 49
"OTU_199" 0 0 0 0 0 0 0 0 244 178 95 1 137 15 0 494 0 2 0 0 0 0 0 306
"OTU_1990" 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 46
"OTU_1991" 0 0 0 0 0 0 72 9 0 91 88 0 29 18 0 0 0 326 0 0 41 0 0 0
"OTU_1992" 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 8
"OTU_1993" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45
"OTU_1994" 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1995" 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1996" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
"OTU_1997" 0 0 0 0 0 0 3 23 11 0 1 0 0 0 0 0 0 17 0 0 0 0 0 0
"OTU_1998" 0 0 0 0 0 0 0 0 0 0 16 0 8 1 0 0 0 0 0 0 5 0 0 5
"OTU_1999" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0
"OTU_2" 4686 865 23691 670 5 202 0 138 0 71 126 2363 29237 8880 12 27 42 16 100 5 6960 456 552 6025
"OTU_20" 1 0 1 0 15409 258 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"OTU_200" 1463 0 0 0 0 0 0 0 0 0 0 0 279 267 0 0 0 0 0 0 0 0 0 5
"OTU_2000" 7 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 1 0 31
"OTU_2001" 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2002" 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 29 6
"OTU_2003" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41
"OTU_2004" 0 0 8 0 0 0 0 18 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2005" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40
"OTU_2006" 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2007" 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 22
"OTU_2008" 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
"OTU_2009" 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36
"OTU_201" 0 0 1 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1310 0 501 0 0
"OTU_2010" 13 0 14 4 0 0 0 0 0 0 5 0 3 0 0 0 0 0 0 0 5 0 0 0
"OTU_2011" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36
"OTU_2012" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26
"OTU_2013" 0 15 0 1 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0
"OTU_2014" 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 49 0 0 0 0 0 0 0 0
"OTU_2015" 42 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2016" 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0
"OTU_2017" 0 0 0 0 0 0 0 0 0 0 1 0 19 0 0 0 0 0 0 0 10 0 0 13
"OTU_2018" 0 16 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 18
"OTU_2019" 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0
"OTU_202" 0 0 0 0 0 24 2 1815 100 0 23 0 0 0 0 0 0 0 0 0 0 0 12 0
"OTU_2020" 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2021" 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 20
"OTU_2022" 0 0 27 2 0 0 0 3 3 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2023" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0
"OTU_2024" 0 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 24 0 0 0 0 0 0
"OTU_2025" 0 0 0 0 0 0 0 0 0 0 51 16 7 0 0 0 0 0 0 0 3 0 0 0
"OTU_2026" 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2027" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_2028" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43
"OTU_2029" 0 0 0 0 0 0 0 0 0 0 3 0 33 0 0 0 0 0 0 0 0 0 0 0
"OTU_203" 3 0 91 0 0 0 0 0 0 1 24 313 391 25 0 0 0 0 0 0 96 354 43 504
"OTU_2030" 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 31
"OTU_2031" 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2032" 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 23
"OTU_2033" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 0
"OTU_2034" 0 0 0 0 0 0 0 0 0 0 3 0 23 0 0 0 0 0 0 0 0 0 0 0
"OTU_2035" 0 0 0 5 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 0 49
"OTU_2036" 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"OTU_2037" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_2038" 0 0 0 0 0 0 0 0 0 0 0 33 13 0 0 0 0 0 0 0 0 0 0 0
"OTU_2039" 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 2
"OTU_204" 60 0 175 134 0 492 0 0 0 2 0 0 17 0 0 0 0 891 0 0 0 0 461 153
"OTU_2040" 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 2 0 0 0
"OTU_2041" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 0
"OTU_2042" 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2043" 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2044" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 38
"OTU_2045" 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 32
"OTU_2046" 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10
"OTU_2047" 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 40
"OTU_2048" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43
"OTU_2049" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37
"OTU_205" 0 0 0 0 0 0 0 46 78 1 0 2 0 0 0 0 27 67 0 1514 0 0 0 0
"OTU_2050" 0 0 0 0 0 0 0 0 0 21 14 0 16 5 0 0 0 0 0 0 0 0 0 0
"OTU_2051" 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 21
"OTU_2052" 0 0 0 0 0 0 0 0 0 0 26 3 0 0 0 0 0 0 0 0 0 0 0 15
"OTU_2053" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0
"OTU_2054" 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28
"OTU_2055" 0 0 0 0 0 0 0 0 0 26 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2056" 37 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2057" 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0
"OTU_2058" 0 8 0 0 0 0 0 0 0 0 0 0 38 2 0 0 0 0 0 0 3 0 0 31
"OTU_2059" 0 0 0 0 0 0 0 0 0 0 2 7 0 0 0 0 0 0 0 0 0 0 0 39
"OTU_206" 0 0 140 13 0 64 95 181 120 17 114 564 84 40 0 0 0 138 0 0 66 0 169 249
"OTU_2060" 0 0 0 0 0 0 0 10 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 33
"OTU_2061" 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2062" 0 0 0 0 0 0 0 0 0 0 14 0 17 0 0 0 0 0 0 0 0 0 0 0
"OTU_2063" 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0
"OTU_2064" 0 0 0 0 0 0 0 0 0 0 0 0 41 1 0 0 0 0 0 0 7 0 0 0
"OTU_2065" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30
"OTU_2066" 20 0 25 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 3 0 0 1
"OTU_2067" 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2068" 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0
"OTU_2069" 0 0 0 3 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 1 15
"OTU_207" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 167 0 0 1742 0 201 0 0
"OTU_2070" 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 16
"OTU_2071" 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2072" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 0
"OTU_2073" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0
"OTU_2074" 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2075" 65 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_2076" 0 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2077" 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 9
"OTU_2078" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0
"OTU_2079" 0 0 0 0 0 0 0 0 0 0 0 0 39 0 0 0 0 0 0 0 0 0 0 0
"OTU_208" 10 0 496 59 0 0 0 0 0 0 1 0 46 66 0 0 0 0 0 0 17 1010 0 1
"OTU_2080" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 36 0 0 0 0 0 0
"OTU_2081" 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2082" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0
"OTU_2083" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38
"OTU_2084" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56
"OTU_2085" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34
"OTU_2086" 319 3 127 7 0 0 0 0 0 0 10 66 107 13 0 0 0 0 0 0 71 0 21 181
"OTU_2087" 0 0 0 0 0 0 0 0 0 0 0 0 15 7 0 0 0 0 0 0 0 0 0 13
"OTU_2088" 0 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2089" 0 0 0 0 0 0 0 0 0 0 9 0 43 0 0 0 0 0 0 0 0 0 0 5
"OTU_209" 0 154 6 15 0 67 29 516 46 72 47 104 14 0 0 4 0 27 0 0 14 101 429 191
"OTU_2090" 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2091" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 25 0 0 0 0 0 0
"OTU_2092" 0 0 2 0 0 0 0 0 0 5 28 0 0 0 0 0 4 0 0 0 4 0 0 4
"OTU_2093" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 12
"OTU_2094" 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2095" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35
"OTU_2096" 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2097" 0 0 9 0 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2098" 0 0 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0
"OTU_2099" 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_21" 1008 1 60 157 1 0 115 0 0 14 1765 44 737 0 0 225 549 36 14 13877 297 1557 124 194
"OTU_210" 0 0 7 24 0 0 0 0 0 0 73 0 0 77 0 0 0 0 0 0 0 0 1156 99
"OTU_2100" 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_2101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0
"OTU_2102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0
"OTU_2103" 0 0 0 6 0 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0
"OTU_2104" 0 0 40 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2105" 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 9 0 0 0
"OTU_2106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50
"OTU_2107" 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
"OTU_2109" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 0 2 0 0 0
"OTU_211" 624 209 63 9 0 0 0 0 0 6 76 123 290 63 0 0 0 0 0 0 44 0 0 433
"OTU_2110" 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_2111" 0 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2112" 0 0 0 1 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 64 5
"OTU_2113" 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 17
"OTU_2114" 0 0 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0
"OTU_2115" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0
"OTU_2116" 0 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2117" 0 0 0 0 0 25 1 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0
"OTU_2118" 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2119" 61 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_212" 7 0 2 0 1546 0 0 63 89 11 34 3 0 0 0 12 18 7 0 1 6 21 2 33
"OTU_2120" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39
"OTU_2121" 2 0 0 0 0 0 0 0 7 0 3 0 6 0 0 0 0 1 0 0 0 0 11 65
"OTU_2122" 30 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6 0 0 0
"OTU_2123" 0 0 2 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 36
"OTU_2124" 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8
"OTU_2125" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 9
"OTU_2126" 0 0 0 0 0 0 0 0 0 27 7 0 0 0 0 0 0 0 0 0 0 0 0 6
"OTU_2127" 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_2128" 0 0 0 0 0 0 0 1 0 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2129" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27
"OTU_213" 0 123 0 132 0 0 0 0 0 0 101 163 22 17 0 0 0 0 0 0 153 241 49 725
"OTU_2130" 0 0 0 0 0 9 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 6
"OTU_2131" 0 0 0 0 0 0 0 0 0 25 1 0 8 0 0 0 0 0 0 0 0 0 0 2
"OTU_2132" 0 0 0 0 0 0 6 0 0 7 0 0 0 0 0 0 0 15 0 0 0 0 0 18
"OTU_2133" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 6
"OTU_2134" 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0
"OTU_2135" 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0
"OTU_2136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0
"OTU_2137" 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 0 0
"OTU_2138" 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 0 0
"OTU_2139" 4 0 0 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU_214" 14 0 2 37 0 78 43 902 488 2 40 0 42 0 0 0 0 3 0 1 0 0 34 99
"OTU_2140" 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 33
"OTU_2141" 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2142" 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2143" 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 0 0 0 0
"OTU_2144" 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2145" 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2146" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28
"OTU_2147" 0 0 0 0 0 0 0 0 0 0 27 0 15 0 0 0 0 0 0 0 0 0 0 0
"OTU_2148" 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_2149" 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 18 0 0 0 0 4 0
"OTU_215" 91 0 76 15 0 0 0 0 0 0 26 0 468 0 0 0 0 0 0 0 25 0 0 1031
"OTU_2150" 0 0 0 0 0 28 279 0 19 0 61 4 1 0 0 0 68 224 0 849 0 0 0 173
"OTU_2151" 0 0 0 6 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
"OTU_2152" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31
"OTU_2153" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 38
